id,target
boostcamp-sts-v1-test-065,5.3
boostcamp-sts-v1-test-066,3.3
boostcamp-sts-v1-test-067,0.9
boostcamp-sts-v1-test-068,2.7
boostcamp-sts-v1-test-069,2.3
boostcamp-sts-v1-test-070,0.6
boostcamp-sts-v1-test-071,3.5
boostcamp-sts-v1-test-072,5.2
boostcamp-sts-v1-test-073,4.7
boostcamp-sts-v1-test-074,0.2
boostcamp-sts-v1-test-075,2.1
boostcamp-sts-v1-test-076,3.0
boostcamp-sts-v1-test-077,2.9
boostcamp-sts-v1-test-078,2.4
boostcamp-sts-v1-test-079,4.1
boostcamp-sts-v1-test-080,1.6
boostcamp-sts-v1-test-081,3.6
boostcamp-sts-v1-test-082,1.5
boostcamp-sts-v1-test-083,2.5
boostcamp-sts-v1-test-084,1.4
boostcamp-sts-v1-test-085,4.7
boostcamp-sts-v1-test-086,3.9
boostcamp-sts-v1-test-087,1.5
boostcamp-sts-v1-test-088,4.4
boostcamp-sts-v1-test-089,4.4
boostcamp-sts-v1-test-090,5.2
boostcamp-sts-v1-test-091,1.9
boostcamp-sts-v1-test-092,0.9
boostcamp-sts-v1-test-093,2.5
boostcamp-sts-v1-test-094,5.1
boostcamp-sts-v1-test-095,1.9
boostcamp-sts-v1-test-096,2.2
boostcamp-sts-v1-test-097,3.4
boostcamp-sts-v1-test-098,0.5
boostcamp-sts-v1-test-099,3.7
boostcamp-sts-v1-test-100,1.4
boostcamp-sts-v1-test-101,5.3
boostcamp-sts-v1-test-102,5.2
boostcamp-sts-v1-test-103,3.9
boostcamp-sts-v1-test-104,4.5
boostcamp-sts-v1-test-105,0.7
boostcamp-sts-v1-test-106,3.9
boostcamp-sts-v1-test-107,4.0
boostcamp-sts-v1-test-108,2.8
boostcamp-sts-v1-test-109,4.2
boostcamp-sts-v1-test-110,3.5
boostcamp-sts-v1-test-111,0.4
boostcamp-sts-v1-test-112,0.2
boostcamp-sts-v1-test-113,3.0
boostcamp-sts-v1-test-114,1.8
boostcamp-sts-v1-test-115,2.9
boostcamp-sts-v1-test-116,0.6
boostcamp-sts-v1-test-117,5.3
boostcamp-sts-v1-test-118,3.2
boostcamp-sts-v1-test-119,3.7
boostcamp-sts-v1-test-120,4.7
boostcamp-sts-v1-test-121,2.4
boostcamp-sts-v1-test-122,2.8
boostcamp-sts-v1-test-123,3.6
boostcamp-sts-v1-test-124,3.6
boostcamp-sts-v1-test-125,1.7
boostcamp-sts-v1-test-126,4.2
boostcamp-sts-v1-test-127,5.2
boostcamp-sts-v1-test-128,4.3
boostcamp-sts-v1-test-129,5.3
boostcamp-sts-v1-test-130,3.1
boostcamp-sts-v1-test-131,4.3
boostcamp-sts-v1-test-132,5.0
boostcamp-sts-v1-test-133,2.5
boostcamp-sts-v1-test-134,5.3
boostcamp-sts-v1-test-135,4.2
boostcamp-sts-v1-test-136,1.2
boostcamp-sts-v1-test-137,3.7
boostcamp-sts-v1-test-138,2.8
boostcamp-sts-v1-test-139,2.9
boostcamp-sts-v1-test-140,4.4
boostcamp-sts-v1-test-141,1.4
boostcamp-sts-v1-test-142,2.6
boostcamp-sts-v1-test-143,5.3
boostcamp-sts-v1-test-144,1.2
boostcamp-sts-v1-test-145,0.4
boostcamp-sts-v1-test-146,0.8
boostcamp-sts-v1-test-147,1.1
boostcamp-sts-v1-test-148,1.0
boostcamp-sts-v1-test-149,4.2
boostcamp-sts-v1-test-150,1.8
boostcamp-sts-v1-test-151,5.0
boostcamp-sts-v1-test-152,2.4
boostcamp-sts-v1-test-153,2.8
boostcamp-sts-v1-test-154,1.2
boostcamp-sts-v1-test-155,1.1
boostcamp-sts-v1-test-156,4.9
boostcamp-sts-v1-test-157,5.3
boostcamp-sts-v1-test-158,5.1
boostcamp-sts-v1-test-159,1.7
boostcamp-sts-v1-test-160,4.6
boostcamp-sts-v1-test-161,0.5
boostcamp-sts-v1-test-162,3.5
boostcamp-sts-v1-test-163,1.8
boostcamp-sts-v1-test-164,3.7
boostcamp-sts-v1-test-165,5.2
boostcamp-sts-v1-test-166,0.7
boostcamp-sts-v1-test-167,4.4
boostcamp-sts-v1-test-168,0.8
boostcamp-sts-v1-test-169,4.6
boostcamp-sts-v1-test-170,3.5
boostcamp-sts-v1-test-171,2.3
boostcamp-sts-v1-test-172,5.0
boostcamp-sts-v1-test-173,2.2
boostcamp-sts-v1-test-174,4.7
boostcamp-sts-v1-test-175,1.6
boostcamp-sts-v1-test-176,0.0
boostcamp-sts-v1-test-177,5.3
boostcamp-sts-v1-test-178,2.0
boostcamp-sts-v1-test-179,4.2
boostcamp-sts-v1-test-180,3.1
boostcamp-sts-v1-test-181,3.0
boostcamp-sts-v1-test-182,2.7
boostcamp-sts-v1-test-183,1.1
boostcamp-sts-v1-test-184,2.7
boostcamp-sts-v1-test-185,4.6
boostcamp-sts-v1-test-186,2.9
boostcamp-sts-v1-test-187,3.7
boostcamp-sts-v1-test-188,0.0
boostcamp-sts-v1-test-189,3.7
boostcamp-sts-v1-test-190,3.4
boostcamp-sts-v1-test-191,1.5
boostcamp-sts-v1-test-192,1.3
boostcamp-sts-v1-test-193,2.2
boostcamp-sts-v1-test-194,2.3
boostcamp-sts-v1-test-195,2.0
boostcamp-sts-v1-test-196,1.6
boostcamp-sts-v1-test-197,4.4
boostcamp-sts-v1-test-198,4.3
boostcamp-sts-v1-test-199,1.1
boostcamp-sts-v1-test-200,3.3
boostcamp-sts-v1-test-201,3.6
boostcamp-sts-v1-test-202,4.9
boostcamp-sts-v1-test-203,0.5
boostcamp-sts-v1-test-204,2.5
boostcamp-sts-v1-test-205,2.4
boostcamp-sts-v1-test-206,1.5
boostcamp-sts-v1-test-207,2.0
boostcamp-sts-v1-test-208,1.0
boostcamp-sts-v1-test-209,3.2
boostcamp-sts-v1-test-210,1.8
boostcamp-sts-v1-test-211,2.8
boostcamp-sts-v1-test-212,1.4
boostcamp-sts-v1-test-213,1.2
boostcamp-sts-v1-test-214,4.4
boostcamp-sts-v1-test-215,3.8
boostcamp-sts-v1-test-216,3.9
boostcamp-sts-v1-test-217,1.4
boostcamp-sts-v1-test-218,1.6
boostcamp-sts-v1-test-219,0.2
boostcamp-sts-v1-test-220,3.9
boostcamp-sts-v1-test-221,3.6
boostcamp-sts-v1-test-222,3.6
boostcamp-sts-v1-test-223,3.2
boostcamp-sts-v1-test-224,5.1
boostcamp-sts-v1-test-225,4.2
boostcamp-sts-v1-test-226,4.2
boostcamp-sts-v1-test-227,3.4
boostcamp-sts-v1-test-228,3.3
boostcamp-sts-v1-test-229,0.1
boostcamp-sts-v1-test-230,1.2
boostcamp-sts-v1-test-231,1.4
boostcamp-sts-v1-test-232,4.0
boostcamp-sts-v1-test-233,2.1
boostcamp-sts-v1-test-234,0.0
boostcamp-sts-v1-test-235,2.3
boostcamp-sts-v1-test-236,1.8
boostcamp-sts-v1-test-237,2.3
boostcamp-sts-v1-test-238,2.5
boostcamp-sts-v1-test-239,2.4
boostcamp-sts-v1-test-240,1.8
boostcamp-sts-v1-test-241,1.2
boostcamp-sts-v1-test-242,0.4
boostcamp-sts-v1-test-243,5.0
boostcamp-sts-v1-test-244,1.9
boostcamp-sts-v1-test-245,4.5
boostcamp-sts-v1-test-246,3.5
boostcamp-sts-v1-test-247,4.3
boostcamp-sts-v1-test-248,4.4
boostcamp-sts-v1-test-249,4.5
boostcamp-sts-v1-test-250,1.1
boostcamp-sts-v1-test-251,0.7
boostcamp-sts-v1-test-252,0.0
boostcamp-sts-v1-test-253,3.6
boostcamp-sts-v1-test-254,3.0
boostcamp-sts-v1-test-255,5.3
boostcamp-sts-v1-test-256,3.3
boostcamp-sts-v1-test-257,1.8
boostcamp-sts-v1-test-258,4.8
boostcamp-sts-v1-test-259,3.2
boostcamp-sts-v1-test-260,4.9
boostcamp-sts-v1-test-261,5.0
boostcamp-sts-v1-test-262,4.9
boostcamp-sts-v1-test-263,4.5
boostcamp-sts-v1-test-264,4.9
boostcamp-sts-v1-test-265,3.8
boostcamp-sts-v1-test-266,4.6
boostcamp-sts-v1-test-267,2.7
boostcamp-sts-v1-test-268,1.2
boostcamp-sts-v1-test-269,0.3
boostcamp-sts-v1-test-270,4.8
boostcamp-sts-v1-test-271,1.6
boostcamp-sts-v1-test-272,2.7
boostcamp-sts-v1-test-273,5.2
boostcamp-sts-v1-test-274,4.3
boostcamp-sts-v1-test-275,4.9
boostcamp-sts-v1-test-276,2.6
boostcamp-sts-v1-test-277,2.0
boostcamp-sts-v1-test-278,2.9
boostcamp-sts-v1-test-279,5.2
boostcamp-sts-v1-test-280,0.9
boostcamp-sts-v1-test-281,4.0
boostcamp-sts-v1-test-282,4.8
boostcamp-sts-v1-test-283,0.3
boostcamp-sts-v1-test-284,4.1
boostcamp-sts-v1-test-285,1.9
boostcamp-sts-v1-test-286,1.4
boostcamp-sts-v1-test-287,4.1
boostcamp-sts-v1-test-288,0.4
boostcamp-sts-v1-test-289,0.0
boostcamp-sts-v1-test-290,1.3
boostcamp-sts-v1-test-291,0.2
boostcamp-sts-v1-test-292,4.0
boostcamp-sts-v1-test-293,3.0
boostcamp-sts-v1-test-294,2.1
boostcamp-sts-v1-test-295,3.4
boostcamp-sts-v1-test-296,3.0
boostcamp-sts-v1-test-297,-0.0
boostcamp-sts-v1-test-298,5.3
boostcamp-sts-v1-test-299,1.0
boostcamp-sts-v1-test-300,5.3
boostcamp-sts-v1-test-301,3.1
boostcamp-sts-v1-test-302,1.4
boostcamp-sts-v1-test-303,3.6
boostcamp-sts-v1-test-304,3.7
boostcamp-sts-v1-test-305,2.2
boostcamp-sts-v1-test-306,3.4
boostcamp-sts-v1-test-307,5.3
boostcamp-sts-v1-test-308,1.1
boostcamp-sts-v1-test-309,1.1
boostcamp-sts-v1-test-310,4.2
boostcamp-sts-v1-test-311,2.5
boostcamp-sts-v1-test-312,0.6
boostcamp-sts-v1-test-313,5.3
boostcamp-sts-v1-test-314,3.0
boostcamp-sts-v1-test-315,3.7
boostcamp-sts-v1-test-316,4.3
boostcamp-sts-v1-test-317,1.0
boostcamp-sts-v1-test-318,5.2
boostcamp-sts-v1-test-319,1.2
boostcamp-sts-v1-test-320,0.5
boostcamp-sts-v1-test-321,0.8
boostcamp-sts-v1-test-322,4.4
boostcamp-sts-v1-test-323,0.8
boostcamp-sts-v1-test-324,0.9
boostcamp-sts-v1-test-325,4.8
boostcamp-sts-v1-test-326,4.6
boostcamp-sts-v1-test-327,2.0
boostcamp-sts-v1-test-328,3.2
boostcamp-sts-v1-test-329,0.5
boostcamp-sts-v1-test-330,1.4
boostcamp-sts-v1-test-331,4.3
boostcamp-sts-v1-test-332,4.2
boostcamp-sts-v1-test-333,5.3
boostcamp-sts-v1-test-334,1.9
boostcamp-sts-v1-test-335,4.4
boostcamp-sts-v1-test-336,4.1
boostcamp-sts-v1-test-337,1.9
boostcamp-sts-v1-test-338,5.2
boostcamp-sts-v1-test-339,2.0
boostcamp-sts-v1-test-340,2.1
boostcamp-sts-v1-test-341,5.3
boostcamp-sts-v1-test-342,3.3
boostcamp-sts-v1-test-343,2.9
boostcamp-sts-v1-test-344,5.3
boostcamp-sts-v1-test-345,3.8
boostcamp-sts-v1-test-346,2.6
boostcamp-sts-v1-test-347,3.2
boostcamp-sts-v1-test-348,3.2
boostcamp-sts-v1-test-349,1.3
boostcamp-sts-v1-test-350,4.8
boostcamp-sts-v1-test-351,3.5
boostcamp-sts-v1-test-352,2.6
boostcamp-sts-v1-test-353,0.3
boostcamp-sts-v1-test-354,0.0
boostcamp-sts-v1-test-355,2.7
boostcamp-sts-v1-test-356,4.0
boostcamp-sts-v1-test-357,1.0
boostcamp-sts-v1-test-358,2.8
boostcamp-sts-v1-test-359,4.1
boostcamp-sts-v1-test-360,4.5
boostcamp-sts-v1-test-361,1.9
boostcamp-sts-v1-test-362,3.1
boostcamp-sts-v1-test-363,0.0
boostcamp-sts-v1-test-364,3.3
boostcamp-sts-v1-test-365,5.3
boostcamp-sts-v1-test-366,2.3
boostcamp-sts-v1-test-367,1.5
boostcamp-sts-v1-test-368,1.1
boostcamp-sts-v1-test-369,0.8
boostcamp-sts-v1-test-370,1.7
boostcamp-sts-v1-test-371,4.6
boostcamp-sts-v1-test-372,3.4
boostcamp-sts-v1-test-373,0.1
boostcamp-sts-v1-test-374,1.0
boostcamp-sts-v1-test-375,4.8
boostcamp-sts-v1-test-376,2.3
boostcamp-sts-v1-test-377,3.9
boostcamp-sts-v1-test-378,5.3
boostcamp-sts-v1-test-379,5.3
boostcamp-sts-v1-test-380,2.0
boostcamp-sts-v1-test-381,0.5
boostcamp-sts-v1-test-382,3.1
boostcamp-sts-v1-test-383,2.1
boostcamp-sts-v1-test-384,1.8
boostcamp-sts-v1-test-385,1.9
boostcamp-sts-v1-test-386,3.9
boostcamp-sts-v1-test-387,1.6
boostcamp-sts-v1-test-388,1.8
boostcamp-sts-v1-test-389,2.3
boostcamp-sts-v1-test-390,4.4
boostcamp-sts-v1-test-391,3.0
boostcamp-sts-v1-test-392,0.7
boostcamp-sts-v1-test-393,5.3
boostcamp-sts-v1-test-394,4.5
boostcamp-sts-v1-test-395,4.1
boostcamp-sts-v1-test-396,1.0
boostcamp-sts-v1-test-397,4.0
boostcamp-sts-v1-test-398,1.7
boostcamp-sts-v1-test-399,0.8
boostcamp-sts-v1-test-400,2.3
boostcamp-sts-v1-test-401,1.5
boostcamp-sts-v1-test-402,2.2
boostcamp-sts-v1-test-403,5.3
boostcamp-sts-v1-test-404,5.3
boostcamp-sts-v1-test-405,1.2
boostcamp-sts-v1-test-406,4.1
boostcamp-sts-v1-test-407,2.0
boostcamp-sts-v1-test-408,3.9
boostcamp-sts-v1-test-409,5.3
boostcamp-sts-v1-test-410,2.7
boostcamp-sts-v1-test-411,2.0
boostcamp-sts-v1-test-412,0.8
boostcamp-sts-v1-test-413,4.3
boostcamp-sts-v1-test-414,3.7
boostcamp-sts-v1-test-415,0.6
boostcamp-sts-v1-test-416,3.6
boostcamp-sts-v1-test-417,3.4
boostcamp-sts-v1-test-418,5.2
boostcamp-sts-v1-test-419,2.0
boostcamp-sts-v1-test-420,4.2
boostcamp-sts-v1-test-421,4.1
boostcamp-sts-v1-test-422,4.0
boostcamp-sts-v1-test-423,4.2
boostcamp-sts-v1-test-424,2.5
boostcamp-sts-v1-test-425,1.8
boostcamp-sts-v1-test-426,2.6
boostcamp-sts-v1-test-427,5.3
boostcamp-sts-v1-test-428,4.2
boostcamp-sts-v1-test-429,3.3
boostcamp-sts-v1-test-430,0.9
boostcamp-sts-v1-test-431,1.5
boostcamp-sts-v1-test-432,2.3
boostcamp-sts-v1-test-433,1.3
boostcamp-sts-v1-test-434,0.2
boostcamp-sts-v1-test-435,2.7
boostcamp-sts-v1-test-436,3.1
boostcamp-sts-v1-test-437,2.3
boostcamp-sts-v1-test-438,3.0
boostcamp-sts-v1-test-439,3.7
boostcamp-sts-v1-test-440,0.5
boostcamp-sts-v1-test-441,2.5
boostcamp-sts-v1-test-442,1.3
boostcamp-sts-v1-test-443,3.6
boostcamp-sts-v1-test-444,4.0
boostcamp-sts-v1-test-445,1.5
boostcamp-sts-v1-test-446,4.0
boostcamp-sts-v1-test-447,1.8
boostcamp-sts-v1-test-448,4.8
boostcamp-sts-v1-test-449,4.0
boostcamp-sts-v1-test-450,2.6
boostcamp-sts-v1-test-451,1.5
boostcamp-sts-v1-test-452,3.9
boostcamp-sts-v1-test-453,2.1
boostcamp-sts-v1-test-454,2.3
boostcamp-sts-v1-test-455,2.2
boostcamp-sts-v1-test-456,0.7
boostcamp-sts-v1-test-457,1.9
boostcamp-sts-v1-test-458,0.8
boostcamp-sts-v1-test-459,2.4
boostcamp-sts-v1-test-460,0.0
boostcamp-sts-v1-test-461,4.5
boostcamp-sts-v1-test-462,5.1
boostcamp-sts-v1-test-463,3.4
boostcamp-sts-v1-test-464,1.7
boostcamp-sts-v1-test-465,0.0
boostcamp-sts-v1-test-466,2.6
boostcamp-sts-v1-test-467,2.2
boostcamp-sts-v1-test-468,3.0
boostcamp-sts-v1-test-469,2.0
boostcamp-sts-v1-test-470,3.2
boostcamp-sts-v1-test-471,1.8
boostcamp-sts-v1-test-472,4.3
boostcamp-sts-v1-test-473,2.0
boostcamp-sts-v1-test-474,2.9
boostcamp-sts-v1-test-475,0.1
boostcamp-sts-v1-test-476,4.2
boostcamp-sts-v1-test-477,2.3
boostcamp-sts-v1-test-478,2.3
boostcamp-sts-v1-test-479,2.1
boostcamp-sts-v1-test-480,4.7
boostcamp-sts-v1-test-481,1.5
boostcamp-sts-v1-test-482,5.3
boostcamp-sts-v1-test-483,5.2
boostcamp-sts-v1-test-484,2.8
boostcamp-sts-v1-test-485,3.1
boostcamp-sts-v1-test-486,1.8
boostcamp-sts-v1-test-487,3.8
boostcamp-sts-v1-test-488,0.5
boostcamp-sts-v1-test-489,0.9
boostcamp-sts-v1-test-490,4.4
boostcamp-sts-v1-test-491,2.5
boostcamp-sts-v1-test-492,2.8
boostcamp-sts-v1-test-493,0.6
boostcamp-sts-v1-test-494,4.1
boostcamp-sts-v1-test-495,0.2
boostcamp-sts-v1-test-496,5.3
boostcamp-sts-v1-test-497,5.3
boostcamp-sts-v1-test-498,3.8
boostcamp-sts-v1-test-499,2.9
boostcamp-sts-v1-test-500,0.0
boostcamp-sts-v1-test-501,5.3
boostcamp-sts-v1-test-502,4.0
boostcamp-sts-v1-test-503,3.4
boostcamp-sts-v1-test-504,5.3
boostcamp-sts-v1-test-505,1.5
boostcamp-sts-v1-test-506,1.9
boostcamp-sts-v1-test-507,0.9
boostcamp-sts-v1-test-508,0.1
boostcamp-sts-v1-test-509,4.2
boostcamp-sts-v1-test-510,1.7
boostcamp-sts-v1-test-511,1.2
boostcamp-sts-v1-test-512,0.0
boostcamp-sts-v1-test-513,2.4
boostcamp-sts-v1-test-514,1.8
boostcamp-sts-v1-test-515,0.9
boostcamp-sts-v1-test-516,1.8
boostcamp-sts-v1-test-517,2.3
boostcamp-sts-v1-test-518,5.3
boostcamp-sts-v1-test-519,1.5
boostcamp-sts-v1-test-520,0.9
boostcamp-sts-v1-test-521,2.8
boostcamp-sts-v1-test-522,2.1
boostcamp-sts-v1-test-523,3.0
boostcamp-sts-v1-test-524,2.1
boostcamp-sts-v1-test-525,3.6
boostcamp-sts-v1-test-526,2.1
boostcamp-sts-v1-test-527,0.7
boostcamp-sts-v1-test-528,2.2
boostcamp-sts-v1-test-529,4.3
boostcamp-sts-v1-test-530,5.3
boostcamp-sts-v1-test-531,1.6
boostcamp-sts-v1-test-532,0.1
boostcamp-sts-v1-test-533,1.2
boostcamp-sts-v1-test-534,1.8
boostcamp-sts-v1-test-535,4.8
boostcamp-sts-v1-test-536,4.4
boostcamp-sts-v1-test-537,0.2
boostcamp-sts-v1-test-538,1.8
boostcamp-sts-v1-test-539,1.1
boostcamp-sts-v1-test-540,1.5
boostcamp-sts-v1-test-541,4.7
boostcamp-sts-v1-test-542,3.1
boostcamp-sts-v1-test-543,1.1
boostcamp-sts-v1-test-544,1.9
boostcamp-sts-v1-test-545,2.0
boostcamp-sts-v1-test-546,5.3
boostcamp-sts-v1-test-547,5.0
boostcamp-sts-v1-test-548,3.6
boostcamp-sts-v1-test-549,2.4
boostcamp-sts-v1-test-550,1.1
boostcamp-sts-v1-test-551,0.8
boostcamp-sts-v1-test-552,3.3
boostcamp-sts-v1-test-553,2.7
boostcamp-sts-v1-test-554,5.2
boostcamp-sts-v1-test-555,4.2
boostcamp-sts-v1-test-556,1.6
boostcamp-sts-v1-test-557,1.6
boostcamp-sts-v1-test-558,2.6
boostcamp-sts-v1-test-559,2.4
boostcamp-sts-v1-test-560,4.6
boostcamp-sts-v1-test-561,4.8
boostcamp-sts-v1-test-562,0.9
boostcamp-sts-v1-test-563,2.5
boostcamp-sts-v1-test-564,1.2
boostcamp-sts-v1-test-565,4.3
boostcamp-sts-v1-test-566,3.5
boostcamp-sts-v1-test-567,4.0
boostcamp-sts-v1-test-568,4.3
boostcamp-sts-v1-test-569,5.3
boostcamp-sts-v1-test-570,1.6
boostcamp-sts-v1-test-571,2.6
boostcamp-sts-v1-test-572,3.5
boostcamp-sts-v1-test-573,2.8
boostcamp-sts-v1-test-574,2.3
boostcamp-sts-v1-test-575,4.4
boostcamp-sts-v1-test-576,4.5
boostcamp-sts-v1-test-577,0.4
boostcamp-sts-v1-test-578,1.1
boostcamp-sts-v1-test-579,2.7
boostcamp-sts-v1-test-580,4.0
boostcamp-sts-v1-test-581,0.1
boostcamp-sts-v1-test-582,0.5
boostcamp-sts-v1-test-583,4.8
boostcamp-sts-v1-test-584,0.8
boostcamp-sts-v1-test-585,4.5
boostcamp-sts-v1-test-586,3.2
boostcamp-sts-v1-test-587,0.8
boostcamp-sts-v1-test-588,4.7
boostcamp-sts-v1-test-589,0.7
boostcamp-sts-v1-test-590,2.9
boostcamp-sts-v1-test-591,3.7
boostcamp-sts-v1-test-592,2.5
boostcamp-sts-v1-test-593,4.4
boostcamp-sts-v1-test-594,4.2
boostcamp-sts-v1-test-595,0.5
boostcamp-sts-v1-test-596,3.9
boostcamp-sts-v1-test-597,3.8
boostcamp-sts-v1-test-598,3.0
boostcamp-sts-v1-test-599,2.8
boostcamp-sts-v1-test-600,2.9
boostcamp-sts-v1-test-601,4.5
boostcamp-sts-v1-test-602,4.8
boostcamp-sts-v1-test-603,3.4
boostcamp-sts-v1-test-604,4.9
boostcamp-sts-v1-test-605,0.1
boostcamp-sts-v1-test-606,2.6
boostcamp-sts-v1-test-607,2.9
boostcamp-sts-v1-test-608,0.2
boostcamp-sts-v1-test-609,1.7
boostcamp-sts-v1-test-610,4.2
boostcamp-sts-v1-test-611,4.6
boostcamp-sts-v1-test-612,4.1
boostcamp-sts-v1-test-613,1.3
boostcamp-sts-v1-test-614,1.3
boostcamp-sts-v1-test-615,4.0
boostcamp-sts-v1-test-616,3.1
boostcamp-sts-v1-test-617,3.3
boostcamp-sts-v1-test-618,3.8
boostcamp-sts-v1-test-619,1.9
boostcamp-sts-v1-test-620,1.7
boostcamp-sts-v1-test-621,2.7
boostcamp-sts-v1-test-622,2.1
boostcamp-sts-v1-test-623,3.9
boostcamp-sts-v1-test-624,4.4
boostcamp-sts-v1-test-625,0.4
boostcamp-sts-v1-test-626,4.1
boostcamp-sts-v1-test-627,5.3
boostcamp-sts-v1-test-628,2.7
boostcamp-sts-v1-test-629,0.6
boostcamp-sts-v1-test-630,1.3
boostcamp-sts-v1-test-631,1.4
boostcamp-sts-v1-test-632,1.1
boostcamp-sts-v1-test-633,3.7
boostcamp-sts-v1-test-634,0.4
boostcamp-sts-v1-test-635,2.2
boostcamp-sts-v1-test-636,2.8
boostcamp-sts-v1-test-637,0.6
boostcamp-sts-v1-test-638,4.5
boostcamp-sts-v1-test-639,4.7
boostcamp-sts-v1-test-640,2.5
boostcamp-sts-v1-test-641,4.3
boostcamp-sts-v1-test-642,1.5
boostcamp-sts-v1-test-643,3.4
boostcamp-sts-v1-test-644,2.8
boostcamp-sts-v1-test-645,1.3
boostcamp-sts-v1-test-646,4.9
boostcamp-sts-v1-test-647,3.7
boostcamp-sts-v1-test-648,0.7
boostcamp-sts-v1-test-649,2.5
boostcamp-sts-v1-test-650,4.4
boostcamp-sts-v1-test-651,1.8
boostcamp-sts-v1-test-652,4.4
boostcamp-sts-v1-test-653,0.9
boostcamp-sts-v1-test-654,2.3
boostcamp-sts-v1-test-655,2.3
boostcamp-sts-v1-test-656,5.2
boostcamp-sts-v1-test-657,0.9
boostcamp-sts-v1-test-658,2.0
boostcamp-sts-v1-test-659,4.9
boostcamp-sts-v1-test-660,4.3
boostcamp-sts-v1-test-661,0.0
boostcamp-sts-v1-test-662,3.3
boostcamp-sts-v1-test-663,3.5
boostcamp-sts-v1-test-664,1.3
boostcamp-sts-v1-test-665,1.9
boostcamp-sts-v1-test-666,1.4
boostcamp-sts-v1-test-667,3.7
boostcamp-sts-v1-test-668,2.4
boostcamp-sts-v1-test-669,4.5
boostcamp-sts-v1-test-670,2.8
boostcamp-sts-v1-test-671,3.9
boostcamp-sts-v1-test-672,2.9
boostcamp-sts-v1-test-673,5.3
boostcamp-sts-v1-test-674,1.9
boostcamp-sts-v1-test-675,4.1
boostcamp-sts-v1-test-676,3.0
boostcamp-sts-v1-test-677,2.2
boostcamp-sts-v1-test-678,4.8
boostcamp-sts-v1-test-679,4.0
boostcamp-sts-v1-test-680,1.2
boostcamp-sts-v1-test-681,1.5
boostcamp-sts-v1-test-682,1.9
boostcamp-sts-v1-test-683,3.9
boostcamp-sts-v1-test-684,3.8
boostcamp-sts-v1-test-685,3.7
boostcamp-sts-v1-test-686,4.9
boostcamp-sts-v1-test-687,4.4
boostcamp-sts-v1-test-688,5.2
boostcamp-sts-v1-test-689,1.8
boostcamp-sts-v1-test-690,4.2
boostcamp-sts-v1-test-691,4.2
boostcamp-sts-v1-test-692,0.1
boostcamp-sts-v1-test-693,5.3
boostcamp-sts-v1-test-694,2.6
boostcamp-sts-v1-test-695,4.1
boostcamp-sts-v1-test-696,2.7
boostcamp-sts-v1-test-697,4.0
boostcamp-sts-v1-test-698,4.4
